baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	neg_log10_padj	in_calcium_signaling
ACSL4	2440.56655362752	0.358964039031742	0.161945490335222	2.21657323268896	0.026652268397515	0.0499959468809469	1.30106520203574	FALSE
ACSL5	275.028775063045	0.554687367469168	0.296725643364759	1.86936107435549	0.0615725963248439	0.104104041183959	0.982532411413298	FALSE
ACSL6	913.032260550612	-2.29035081170324	0.208171482712965	-11.0022313424229	3.72791399435106e-28	1.76007246053295e-26	25.7544694523212	FALSE
ACSM3	231.163114613041	-0.354937957820552	0.288361684297426	-1.23087766908192	0.218368620755037	0.30410647569277	0.516974331820047	FALSE
ACSM5	98.2086105503136	0.158254585734116	0.478868644430107	0.330475982453293	0.741040337391155	0.808017558583855	0.0925792017090474	FALSE
ACSS1	14529.2606107164	-1.81236112400315	0.244165700181884	-7.42266879685839	1.14783559908797e-13	1.56126217274155e-12	11.8065241625273	FALSE
ACSS2	6560.28076613224	-0.852675813598088	0.187367437163355	-4.55082177835784	5.34367971789866e-06	2.34376175240452e-05	4.63008653722511	FALSE
ACSS3	3917.77713409275	-2.52070896225204	0.210823218806378	-11.9565054386495	6.00356397978321e-33	3.96123355013895e-31	30.4021695512977	FALSE
ACTA1	100922.424645889	0.744873272591043	0.445214376360468	1.6730665318587	0.0943141992189912	0.149872810516581	0.824277148430294	FALSE
ACTA2	9828.30352810244	-0.245042119164198	0.285986703895839	-0.856830460388978	0.391538588857061	0.489849773810924	0.30993708815136	FALSE
ACTB	18862.1646931376	0.134805457732962	0.170552871509734	0.790402744554599	0.429292599882921	0.527680444653666	0.277629000074098	FALSE
ACTC1	269901.584935573	-0.322625403584475	0.128303306787984	-2.514552521375	0.0119183548908364	0.0247572710217745	1.60629722901795	FALSE
ACTG1	1059.1678267422	1.87677750667681	0.219436222065504	8.5527242905074	1.20216814657853e-17	2.5288380635849e-16	15.5970789802021	FALSE
ACTL6A	714.261109876935	0.0206444162317018	0.161610659869282	0.127741674023235	0.898353409136299	0.930046610004376	0.0314952858971829	FALSE
ACTMAP	243.788333332468	0.860964549795973	0.23875416490558	3.60607133340043	0.000310867714938483	0.000944877749868813	3.0246243777255	FALSE
ACTN1	4768.12957468963	1.46390902485216	0.280830766472709	5.21278007833385	1.86031392348007e-07	1.06305082351419e-06	5.97344597174752	FALSE
ACTN2	112175.164247772	-0.26426955153508	0.153702728366578	-1.71935498051019	0.0855497543835406	0.137800612709075	0.86074885140097	FALSE
ACTN4	3199.96897164662	0.484167177666909	0.255710271453514	1.89342092093053	0.0583019154208164	0.0994446447519802	1.00241859933981	FALSE
ACTR10	2165.65388602619	-0.309546426131099	0.107016640888609	-2.89250740408961	0.00382180174047028	0.00908051887475192	2.04188933451821	FALSE
ACTR1A	1594.88227991185	0.0396805883310541	0.141036204996773	0.281350369091129	0.778441680879668	0.837725828451172	0.0768980943452373	FALSE
ACTR1B	2032.10837795447	-0.0856345245708395	0.279485534711159	-0.306400560799473	0.759299681422906	0.821974983772091	0.085141399704551	FALSE
ACTR2	352.544502028617	-0.823354141813484	0.211690789973521	-3.88941881655066	0.000100484575536373	0.000338013820748225	3.47106554187626	FALSE
ACTR3	3740.54474100756	-0.292245745141274	0.206523541946628	-1.41507230791538	0.157047296512993	0.231453028698324	0.635537131846547	FALSE
ACTR3B	617.075763764134	-1.80311599168149	0.155129520325826	-11.6232937992351	3.13800212547765e-31	1.84349989635223e-29	28.7343568824754	FALSE
ACTR5	151.870808647676	0.0186470742085787	0.271691049341817	0.0686333769689949	0.945281450519155	0.963327402999326	0.0162260855125221	FALSE
ACTR6	552.45466594803	0.170151995595999	0.172016063698411	0.989163406821816	0.322583198956908	0.41861731279248	0.378182814471391	FALSE
ACTR8	891.601597458883	-0.418455113761384	0.158042912468418	-2.64773096892279	0.00810339839210877	0.0176215315263696	1.75395634878741	FALSE
ACVR1	1122.14374431555	-0.0135989958729265	0.144118074988326	-0.094360099342349	0.924823110448936	0.948575446779863	0.0229281209513026	FALSE
ACVR1B	626.398318822059	-0.167115410109041	0.175829050757317	-0.95044254285202	0.341887435847002	0.438314051533032	0.358214606449761	FALSE
ACVR2A	571.158569698044	-0.348396864028908	0.182072444848362	-1.9135068149333	0.0556832019085099	0.0955510736114206	1.01976442885077	FALSE
ACVRL1	391.474674746907	0.629437138766437	0.25846529820338	2.43528683789167	0.0148799889386895	0.0300057180136101	1.5227959764427	FALSE
ACY1	1439.42915509283	-1.10843804122547	0.227773070334295	-4.86641392504674	1.13641382914623e-06	5.63591228152211e-06	5.24903577495718	FALSE
ACYP1	370.38319801229	3.09221261083502	0.306681687890011	10.0828081132253	6.58177087107945e-24	2.42771360984295e-22	21.614802547004	FALSE
ACYP2	1779.25771224633	-0.605320781504159	0.181508221777851	-3.33494965448459	0.000853148438791302	0.00236384868682316	2.62638032668289	FALSE
ADA	245.382575236708	-0.219445740228814	0.468782162468648	-0.468118793328641	0.63969964045027	0.721393766507772	0.141827614697131	FALSE
ADA2	426.620309753782	5.16743970218625	0.562631958253801	9.18440487850006	4.13809099073079e-20	1.09079257058395e-18	17.9622578287111	FALSE
ADAL	1381.97210838162	0.114382901575101	0.120604461578362	0.948413517030469	0.3429189807924	0.43931841931472	0.357220587676985	FALSE
ADAM10	963.603382180781	0.302298436810549	0.134896923710428	2.24095871496274	0.0250287493800384	0.0473181001359936	1.32497270100561	FALSE
ADAM11	433.526722687932	3.90857839309156	0.393621465739751	9.92978974290943	3.08906215411156e-23	1.0938369087709e-21	20.9610474265409	FALSE
ADAM15	3416.37670823132	-0.492005602182184	0.142220488875746	-3.45945655278992	0.000541266591716993	0.00156076954500804	2.80666121783445	FALSE
ADAM17	570.912556286693	-0.145643740951028	0.162003007374917	-0.899018748546871	0.368642674335017	0.466145831384465	0.331478195203342	FALSE
ADAM19	604.340450951481	1.78846772463026	0.358099445711455	4.99433256892376	5.90395849227432e-07	3.05791082708094e-06	5.51457518336822	FALSE
ADAM23	2637.39094178677	2.45967881097878	0.282624455772753	8.70299353342767	3.23242342199719e-18	7.18368912382346e-17	16.1436524701505	FALSE
ADAM33	749.879035188757	5.03385692658767	0.272425793250418	18.4779013269147	3.11046988758718e-76	1.00128853381329e-73	72.9994407570995	FALSE
ADAM9	3688.28848484577	0.745852931997379	0.21318101904353	3.49868358516984	0.000467561083525377	0.00136641028618709	2.86441887732143	FALSE
ADAMDEC1	188.864055040642	5.48379998402152	1.95212647566939	2.80914174996839	NA	NA	NA	FALSE
ADAMTS1	6285.66630109378	0.502244039281055	0.754785906634171	0.665412582384745	0.505786639358708	0.598691096696488	0.222797200321555	FALSE
ADAMTS10	357.187908922804	0.406825080321255	0.254841189062351	1.59638668230244	0.110402487652357	0.171663586992241	0.765321816926664	FALSE
ADAMTS13	368.506716003729	1.0485384215297	0.292880709408123	3.58008700418909	0.000343479823120049	0.00103365047053945	2.98562629332959	FALSE
ADAMTS15	209.196496488084	-1.48200128142041	0.315379541253459	-4.69910405579979	2.61305298777623e-06	1.21215990782301e-05	4.91644008437417	FALSE
ADAMTS2	566.920201262467	1.17898603713597	0.439208957329134	2.68433969176193	0.00726732257921298	0.0160400514770371	1.79479424227646	FALSE
ADAMTS4	147.720703354559	2.97752754064447	0.721813527587262	4.12506475266149	3.70630466684909e-05	0.000136851145206597	3.8637515639475	FALSE
ADAMTS7	281.631711848766	-1.33125754995817	0.332422522477627	-4.0047152642847	6.20922262057941e-05	0.000217979418038384	3.66158451123183	FALSE
ADAMTS8	125.352224725811	0.313924921932352	0.550186239742738	0.570579377047198	0.56828480130785	0.657040644785948	0.182407763986231	FALSE
ADAMTS9	1348.51375016497	1.70839988245886	0.440058907411213	3.88220725381761	0.000103512594746768	0.000347100471589303	3.45954479627243	FALSE
ADAMTSL1	397.553016074766	-1.04240712129634	0.465505314631373	-2.23930229909792	0.0251362533946371	0.0474959836021398	1.32334311402097	FALSE
ADAMTSL2	497.957606964927	2.94934706558486	0.430133617571422	6.85681598717433	7.04122326431369e-12	7.64033858394324e-11	10.1168873951049	FALSE
ADAMTSL3	742.344340204431	1.29606411554083	0.240502864212942	5.38897580194011	7.08603450022299e-08	4.29161599178272e-07	6.36737914507301	FALSE
ADAMTSL4	2773.23225547937	1.25160372577436	0.250735028659282	4.99173861931807	5.98381971750346e-07	3.09625508324595e-06	5.50916326740688	FALSE
ADAMTSL5	923.018654565652	-1.3015038797331	0.244762617265327	-5.3174128233898	1.05253084265019e-07	6.21168618970718e-07	6.20679049266032	FALSE
ADAP1	149.863994241313	1.10113241483009	0.314607655354457	3.50001786698255	0.000465226974633106	0.00136033750386113	2.86635332848271	FALSE
