gene_symbol	chimp1	chimp2	chimp3	chimp4	macaca1	macaca2	macaca3	macaca4
TRAPPC2	216	142	214	237	176	294	249	191
TRAPPC2L	219	192	305	207	103	174	297	199
TRAPPC3	1506	1511	1661	1663	931	1009	1481	1096
TRAPPC4	1254	1025	1168	1121	775	886	1253	1006
TRAPPC6B	368	334	361	382	262	217	359	227
TRAPPC8	984	948	959	1232	940	1337	1654	1195
TRAPPC9	844	621	773	610	767	684	1065	847
TRDMT1	377	328	350	407	310	462	518	436
TRDN	8491	8017	13439	10489	4827	6452	8216	5298
TREM2	526	23	7	76	18	16	22	18
TRERF1	303	211	317	405	147	119	173	90
TREX1	218	129	234	151	82	81	180	116
TREX2	361	264	307	399	187	189	296	317
TRIAP1	546	484	500	578	297	294	405	268
TRIB1	1864	929	907	841	718	977	1044	2164
TRIB2	2119	1267	1678	2304	730	691	998	958
TRIM11	382	283	264	304	85	99	186	144
TRIM13	690	591	998	634	117	138	195	131
TRIM14	291	184	230	214	191	226	374	299
TRIM2	795	1224	1841	1461	644	624	1316	964
TRIM21	270	123	246	315	61	82	150	125
TRIM22	5862	2617	6174	3095	1898	1913	3054	2788
TRIM23	637	749	611	672	402	670	824	691
TRIM24	1314	985	1474	1375	524	791	894	791
TRIM25	1676	1013	2617	1778	1136	1300	2770	1325
TRIM26	322	240	349	250	119	87	167	156
TRIM27	1552	956	1108	1564	677	864	1278	1067
TRIM28	2075	1591	1520	1757	999	1560	1659	1530
TRIM3	742	467	574	647	400	554	659	528
TRIM32	730	627	691	658	286	441	588	402
TRIM33	1525	1498	1986	1547	780	905	1266	1110
TRIM34	433	283	538	427	70	171	231	104
TRIM35	215	196	249	204	103	71	111	59
TRIM37	716	746	914	964	829	939	1882	1232
TRIM38	389	184	224	298	211	324	457	380
TRIM39	1203	846	1267	985	471	628	978	696
TRIM39-RPP21	585	416	550	480	232	284	501	330
TRIM4	956	417	532	660	193	283	331	313
TRIM41	1094	763	1010	1000	580	713	950	728
TRIM44	973	1265	1498	1229	1092	1349	1740	1394
TRIM45	539	501	787	758	535	808	1063	566
TRIM47	622	324	204	655	366	439	729	580
TRIM5	1075	545	574	1045	973	1155	2714	889
TRIM52	1049	1215	1100	1578	187	193	249	219
TRIM54	7581	8347	12057	7067	8338	10390	20173	14434
TRIM55	4315	3367	3153	4902	3175	3497	4107	2895
TRIM56	103	62	148	113	52	44	62	43
TRIM59-IFT80	118	120	93	149	79	88	160	97
TRIM6	1017	849	1716	1014	134	294	501	182
TRIM6-TRIM34	424	283	547	426	71	165	234	100
TRIM62	224	170	197	237	83	60	98	91
TRIM63	7699	8257	15917	6271	5286	12670	10096	10920
TRIM65	639	361	543	608	358	370	457	332
TRIM68	210	269	178	266	173	214	291	183
TRIM7	524	428	538	417	1112	852	1282	443
TRIM8	2355	1312	2750	1756	843	1202	1529	1228
TRIO	4627	3553	4590	4857	1558	2098	2596	2134
TRIP10	6567	4368	5015	4830	2101	2191	4008	2814
TRIP11	901	908	567	920	421	570	721	562
TRIP12	5051	5058	4561	5378	4066	5088	7083	5334
TRIP4	941	759	920	884	430	513	776	519
TRIP6	860	394	611	655	187	139	290	182
TRIQK	1078	1261	1042	1505	84	160	117	122
TRIR	1997	1480	1682	1969	890	827	1495	1188
TRIT1	884	607	738	645	456	542	711	336
TRMO	298	234	271	254	122	227	266	197
TRMT1	566	387	307	561	117	173	230	171
TRMT10B	165	133	182	184	153	194	234	190
TRMT10C	790	791	936	798	629	736	1078	934
TRMT11	258	189	256	190	147	184	285	166
TRMT112	1605	1632	1863	1756	822	1065	1454	1105
TRMT12	306	280	384	298	309	326	463	370
TRMT13	1291	1051	999	1304	1084	1272	1973	1296
TRMT1L	1462	1351	1071	1329	951	1391	1479	1099
TRMT2A	861	604	898	814	432	417	793	463
TRMT2B	778	783	1083	816	379	555	726	456
TRMT5	449	343	490	546	338	417	712	417
TRMT6	440	395	834	402	257	288	439	244
TRMT61B	452	534	512	405	205	154	325	219
TRMU	1206	1427	2547	1536	419	441	782	644
TRNAU1AP	329	250	437	296	124	161	197	131
TRNP1	911	515	425	677	10	5	54	37
TRNT1	557	371	342	606	277	359	454	315
TRPC1	949	668	945	931	539	735	1029	660
TRPC4AP	3071	2160	3946	2583	1846	2175	3111	2494
TRPM2	355	65	102	82	39	16	22	36
TRPM4	1778	1065	2171	1655	664	764	1278	1081
TRPM7	595	1057	1903	1063	1223	2005	2166	1480
TRPS1	652	347	367	851	144	160	224	174
TRPT1	1311	1559	1373	1599	312	332	585	403
TRPV1	155	117	62	126	9	6	3	8
TRRAP	2029	2040	2526	2352	1399	1855	2425	1703
TRUB1	288	352	277	352	60	96	114	125
TRUB2	1976	2079	2221	1868	1069	1316	1911	1349
TSC1	818	977	1414	794	545	778	944	660
TSC2	2602	2619	3318	2781	1884	2026	3340	2507
TSC22D2	1103	622	487	711	264	497	418	382
TSC22D3	5857	3308	5899	2476	1651	1892	2497	2975
TSC22D4	617	573	551	528	780	1015	1762	1000
TSEN15	461	612	651	512	228	241	327	209
TSEN2	396	366	473	446	135	267	293	168
TSEN34	742	723	580	572	536	605	918	822
TSEN54	344	251	185	340	225	333	483	377
TSFM	955	1003	864	1085	653	625	1097	892
TSG101	2465	2029	3201	2265	1275	1732	2297	1624
TSHZ1	1484	1374	1379	1610	592	781	965	710
TSHZ2	127	71	40	207	100	70	146	103
TSHZ3	866	366	298	643	253	236	413	320
TSKU	279	153	293	83	36	45	63	86
TSN	1218	1046	1337	1193	628	739	918	703
TSNARE1	141	187	353	90	23	37	38	40
TSNAX	562	574	925	564	407	484	643	497
TSPAN12	2137	2453	1336	2349	1822	1907	3656	2165
TSPAN13	353	317	260	407	228	195	237	146
TSPAN14	702	477	641	666	203	177	274	342
TSPAN15	524	375	453	681	37	64	116	55
TSPAN17	1219	1242	1504	1514	495	582	662	614
TSPAN18	3823	3691	5026	5517	1354	990	1358	1632
TSPAN2	121	93	336	111	106	598	149	241
TSPAN3	6230	4459	5716	7211	2133	2831	3125	2901
TSPAN31	1862	1226	1506	1738	1424	1679	1981	1611
TSPAN33	381	269	314	313	92	229	193	181
TSPAN4	1058	542	541	634	161	201	341	171
TSPAN5	323	209	230	378	394	112	962	304
TSPAN6	645	539	769	475	270	399	500	519
TSPAN7	1481	1339	1273	1388	107	86	405	255
TSPAN9	1702	1277	1000	1206	671	540	1161	843
TSPO	2104	2334	1906	2718	1425	1118	1552	1397
TSPOAP1	303	260	311	176	413	392	889	458
TSPYL1	7418	6322	6417	6410	3996	5674	7256	5387
TSPYL2	681	480	1346	392	189	236	446	335
TSPYL4	2418	2273	2966	2318	1838	1530	2539	2772
TSR1	763	555	616	634	297	386	499	392
TSR3	260	350	285	313	75	118	149	135
TSSC4	662	489	644	607	253	278	508	371
TST	784	969	928	855	731	881	1112	1108
TSTD2	4621	4301	7427	4421	3411	4321	6126	3770
TTBK2	173	324	190	319	144	242	323	354
TTC1	2393	2038	2928	2177	1447	1660	2861	1778
TTC12	420	506	407	504	172	277	306	214
TTC13	714	540	748	752	255	340	444	366
TTC14	2102	1572	970	1748	1252	1729	1990	1569
TTC17	2429	2247	2394	2554	920	1513	1669	1501
TTC21A	208	114	169	135	99	127	232	176
TTC21B	892	994	796	1073	324	274	688	377
TTC23	679	428	429	506	545	792	839	754
TTC27	743	440	570	582	414	420	685	443
TTC28	1182	1017	1225	1290	505	914	744	572
TTC3	90	163	135	281	88	166	139	131
TTC31	1097	689	1156	1100	534	796	1034	692
TTC32	532	300	686	443	184	206	267	227
TTC33	728	738	857	649	583	703	839	680
TTC38	1130	1253	1287	1191	352	377	902	412
TTC39A	1236	1946	542	1380	27	34	65	65
TTC39C	178	75	61	90	110	149	114	126
TTC4	559	357	502	430	197	187	292	223
TTC5	245	202	164	215	143	214	183	184
TTC7A	721	360	527	664	311	189	469	312
TTC7B	2129	1704	2025	1689	1184	1138	2166	1561
TTC8	393	394	399	485	391	569	835	549
TTC9	237	122	84	266	138	106	125	130
TTC9C	328	201	222	261	105	97	192	80
TTF1	532	386	468	511	168	211	364	224
TTF2	223	159	144	209	9	8	13	12
TTI1	761	607	581	689	444	544	829	551
TTI2	440	298	272	391	419	677	813	531
TTL	276	212	276	241	515	473	939	600
TTLL1	181	120	174	190	270	287	399	221
TTLL12	430	441	257	339	90	91	134	116
TTLL3	2705	1440	2057	2748	429	506	809	601
TTLL4	772	308	493	555	274	329	361	305
TTLL5	583	547	693	513	182	212	266	238
TTLL7	657	295	234	928	1078	1162	1537	1400
TTN	131628	209483	192722	219761	150991	178820	234703	197512
TTR	3769	1077	425	201	86	793	876	2179
TTYH2	1451	1223	1587	1908	2641	1879	3084	3443
TTYH3	1331	431	527	1018	527	486	978	708
TUB	331	497	490	344	401	442	595	301
TUBA1A	10526	6321	9888	14774	4002	2823	5736	4873
TUBA1C	295	199	361	363	36	12	98	48
TUBA4A	2279	1997	1920	3419	3187	2061	4219	2631
TUBA8	3598	3621	4877	3027	8502	4471	12160	8397
TUBB	12172	7212	11563	13529	5386	4424	6731	4854
TUBB2A	237	232	183	239	220	60	480	102
TUBB2B	400	408	245	525	305	91	577	172
TUBB4B	6644	6730	10299	7585	4523	2911	6598	4891
TUBB6	2653	971	1871	3458	904	721	1227	833
TUBD1	285	247	124	247	139	265	289	248
TUBE1	431	333	442	456	140	140	178	222
TUBG1	206	180	269	165	158	119	172	160
TUBG2	432	401	528	401	85	112	112	86
TUBGCP2	2212	1815	2001	1703	665	806	1193	866
TUBGCP3	291	210	444	241	112	114	185	133
TUBGCP4	509	536	570	470	312	460	606	420
TUBGCP6	1542	1479	1330	1547	663	738	1091	924
TUFM	2141	2696	2396	2332	1939	2279	4006	2709
TUFT1	154	120	170	121	76	84	206	123
TUG1	295	1022	841	1204	888	957	1355	1277
TULP3	331	186	268	314	153	235	328	213
TULP4	640	475	547	896	349	487	377	364
TUSC2	1087	848	1491	916	489	431	705	723
TUSC3	1934	1617	2168	2945	973	1090	1496	1132
TUT1	356	297	470	387	218	231	452	311
TUT4	1775	1676	1802	1812	1090	1704	2014	1503
TUT7	639	506	429	648	333	408	631	531
TVP23A	102	82	114	112	93	107	186	137
TVP23C-CDRT4	201	159	403	176	0	2	4	9
TWF2	3690	3482	3131	3068	6046	5293	11128	6945
TWIST1	273	116	85	199	12	9	13	14
TWNK	345	241	327	335	302	361	566	428
TWSG1	1348	864	749	1371	790	950	1155	947
TXLNA	619	410	619	561	207	283	340	313
TXLNB	5481	6831	8692	5408	4298	6273	7042	5675
TXLNG	643	338	715	492	215	513	410	322
TXN	867	517	833	918	859	1048	1249	872
TXN2	1327	1394	2175	1312	1142	1158	1970	1339
TXNDC11	1983	1373	2152	1713	793	927	1396	1102
TXNDC12	219	130	183	166	119	139	157	151
TXNDC15	1381	1374	1184	1646	995	1106	1499	993
TXNDC17	573	473	548	530	433	514	693	587
TXNDC5	1368	721	906	1042	470	410	766	637
TXNDC9	543	438	525	553	422	453	827	558
TXNL1	1884	1771	1901	1864	1274	1481	2114	1779
TXNL4A	486	523	672	591	364	424	735	470
TXNL4B	143	83	132	112	116	145	161	140
TXNRD2	969	651	844	843	1137	1319	1442	800
TXNRD3	455	384	650	404	53	75	49	68
TYK2	2357	1632	2732	2370	658	843	1105	698
TYMP	1039	211	845	772	9	17	29	22
TYROBP	2214	343	640	610	107	83	137	132
TYRP1	4399	4801	5092	5165	0	3	1	4
TYSND1	154	192	225	206	52	77	126	75
TYW3	486	511	549	526	165	227	517	216
TYW5	286	193	344	265	241	267	412	285
U2AF1	883	753	1216	877	502	736	868	687
U2AF1L4	494	257	344	341	127	143	293	131
U2AF2	2026	1448	1455	1864	1050	1261	1780	1515
U2SURP	2609	2041	2703	3028	1189	1879	2089	1576
UACA	2827	2605	2977	3367	1189	1165	2011	1396
UAP1	1499	993	1258	1248	1270	1158	1543	1444
UAP1L1	261	77	146	161	134	121	372	184
UBA1	3534	2544	2781	3257	2407	2853	3881	3074
UBA2	332	257	325	312	121	197	190	179
UBA3	5558	4147	5651	4674	3591	4105	5305	3903
UBA5	1584	1781	2497	1796	780	1017	1219	953
UBA6	363	329	274	469	177	307	298	247
UBA7	1119	850	1324	1441	406	397	794	519
UBAC1	2886	2828	3591	2572	3480	3626	6974	3720
UBAC2	1774	1508	1516	1972	610	634	1009	673
UBALD1	514	340	528	332	192	261	371	354
UBALD2	457	407	653	438	214	277	367	395
UBAP1	2277	1576	2606	1914	1144	1708	2077	1878
UBAP2	1552	1101	1602	975	827	1076	1277	1128
UBAP2L	7806	4341	5993	5161	3269	3834	5493	4149
UBC	73676	73885	56632	61658	23922	30750	42806	51156
UBE2A	881	848	1298	682	394	408	700	462
UBE2B	6888	6025	8909	6352	4711	6387	8862	5825
UBE2D1	2917	2417	2759	2275	1505	2310	3011	2258
UBE2D2	3008	2278	2979	2573	1349	1425	2073	1551
UBE2D3	1441	1331	1360	1068	1612	1857	2650	2045
UBE2D4	1007	985	1699	1093	1191	1206	2142	1387
UBE2E1	3099	2455	3222	3144	1653	1773	2244	1704
UBE2E2	1347	892	1132	1159	785	936	1217	967
UBE2F	1198	888	1291	1136	824	868	1303	1006
UBE2F-SCLY	333	198	261	277	287	388	568	352
UBE2G1	3213	2560	4671	3049	2296	3010	3850	2794
UBE2G2	2781	3005	2905	2299	1655	1611	2739	1790
UBE2H	10324	7097	9206	8941	3829	5495	5421	4760
UBE2I	2431	1645	1899	2199	864	959	1285	958
UBE2J1	657	471	553	681	255	279	302	322
UBE2J2	611	388	609	583	298	326	515	428
UBE2K	2658	2423	2990	2640	1673	1746	2829	2095
UBE2L3	722	520	706	576	623	580	1070	815
UBE2N	1903	1498	2310	1713	1445	1668	2137	1668
UBE2O	1438	760	808	626	1012	1528	2401	1441
UBE2Q1	2679	1798	2872	2447	1395	1788	3054	1920
UBE2R2	844	631	983	624	414	479	675	518
UBE2T	129	174	95	240	26	42	71	49
UBE2V1	808	696	900	696	658	792	886	769
UBE2W	263	180	110	284	143	225	284	178
UBE2Z	793	534	651	682	240	279	414	298
UBE3A	2417	2144	2513	2518	1524	1668	2572	1883
UBE3B	3214	2597	2761	3136	1724	1986	3059	1844
UBE3C	3723	3315	3567	4085	2864	2901	4311	2939
UBE4A	2716	2360	2987	2792	1782	2348	3105	2123
UBE4B	3444	3097	3243	2649	1651	2644	2921	2249
UBFD1	2223	1582	2696	2266	902	1149	1401	1150
UBIAD1	209	171	165	182	132	114	234	139
UBL3	2456	1765	2002	2178	1901	2455	3708	2621
UBL4A	551	484	776	611	444	451	841	471
UBL5	1832	1927	2049	2221	1804	2170	2980	2195
UBL7	1170	1019	1088	1074	759	946	1290	742
UBLCP1	1167	819	1133	991	426	542	706	484
UBN1	1259	992	1524	850	810	1107	1313	1158
UBN2	221	328	246	268	185	285	357	329
UBOX5	306	190	383	219	154	203	347	258
UBP1	4434	3654	6175	4344	2510	3011	4126	3122
UBQLN1	2353	2056	2200	2090	1305	1792	2532	2091
UBQLN2	450	337	468	388	245	351	456	314
UBR1	1689	1617	1240	1733	852	1067	1413	1090
UBR2	1952	2041	2053	2181	1583	2431	3002	2463
UBR3	4008	6055	6672	4752	4856	5820	8577	5678
UBR4	7435	7246	8816	8105	4901	5714	8916	7104
UBR5	3049	2730	3384	3504	1633	1971	2755	2405
UBR7	2041	1707	2639	2009	941	1139	1585	1040
UBTD1	348	296	426	386	505	395	654	545
UBTD2	900	517	592	918	262	341	445	321
UBTF	3237	2211	2650	3222	1346	1707	2423	1588
UBXN1	2491	1847	2804	2031	3708	3324	6451	4067
UBXN11	392	118	276	212	85	93	121	114
UBXN2A	282	258	338	263	188	236	271	211
UBXN4	4890	3841	5500	4670	2309	2935	4226	3148
UBXN6	4338	4558	5822	4549	1283	1497	2294	1804
UBXN7	262	508	324	356	152	229	349	310
UBXN8	255	121	92	128	47	59	68	31
UCHL1	3766	1051	651	5580	671	110	2623	884
UCHL3	733	730	1011	914	634	609	1040	722
UCHL5	1467	1554	2103	1307	1024	1321	1818	1107
UCK1	522	447	714	561	187	257	417	285
UCK2	977	450	497	1342	575	604	1605	1310
UCKL1	1527	1282	2282	1142	1151	1423	1949	1863
UCP2	1141	112	202	200	5383	6137	10554	7146
UEVLD	738	811	1150	725	526	472	894	593
UFC1	1387	1144	1451	1509	805	760	1331	947
UFD1	395	323	564	393	409	361	572	454
UFL1	1596	1798	2197	1921	1398	1893	2312	1854
UFM1	1066	665	876	1130	380	544	606	551
UFSP2	1037	898	1530	1080	284	605	424	361
UGCG	284	156	209	174	105	210	176	383
UGDH	716	299	312	602	174	285	307	384
UGGT1	684	862	921	1110	590	891	1255	1049
UGGT2	490	485	597	785	147	164	208	134
UGP2	13223	12018	13534	13716	3994	4342	7332	6032
UGT1A1	925	496	242	206	56	333	400	672
UGT1A10	911	464	231	193	53	307	398	627
UGT1A4	911	462	230	193	53	306	398	624
UGT1A6	1016	519	255	204	58	343	426	704
UGT1A7	872	450	226	193	52	297	383	611
UGT1A8	872	450	226	193	52	297	383	611
UGT1A9	872	450	226	193	52	297	383	611
UHMK1	121	276	109	348	369	312	549	472
UHRF2	428	332	201	344	323	430	559	401
UIMC1	1632	932	1695	1214	144	243	307	190
ULK1	1916	1908	2129	1801	603	1125	1346	1215
ULK2	692	765	794	895	503	634	855	580
ULK3	1015	780	1063	1149	472	434	845	569
ULK4	170	183	672	116	96	67	91	123
UMAD1	522	398	346	352	367	467	686	505
UMOD	980	408	557	262	47	598	1072	495
UMODL1	191	399	95	253	1	1	0	0
UMPS	279	219	203	236	474	320	615	402
UNC119	748	672	797	782	338	454	848	603
UNC119B	885	748	897	1370	580	656	775	587
UNC13D	4598	7896	4532	5637	7525	8337	13303	11246
UNC45B	6006	5411	5590	6041	9897	9484	12788	11450
UNC50	1393	982	1424	1424	418	579	910	642
UNC5B	340	398	208	622	98	65	151	93
UNC93B1	257	83	190	117	30	45	79	40
UNG	1218	844	1039	1036	497	529	909	487
UNK	856	386	655	576	183	231	341	317
UPB1	211	146	103	88	7	68	135	154
UPF1	3644	2481	2062	2777	1545	1957	2759	2122
UPF2	1615	1670	2021	1653	748	1086	1305	869
UPF3B	322	185	376	247	334	426	589	421
UPP1	1831	1263	1875	1467	66	84	111	82
UPRT	802	607	541	553	231	366	487	343
UQCC1	3316	4027	3562	3377	3583	4238	6663	4589
UQCC2	1852	2153	1963	1883	1061	786	1436	935
UQCC3	145	138	203	175	286	214	479	331
UQCC5	210	292	374	271	1684	1861	3571	2128
UQCC6	328	313	223	301	160	144	234	139
UQCR11	913	1282	1382	1165	1851	2308	3014	1941
UQCRB	24347	32623	57076	29089	11077	17144	21560	14272
UQCRC1	18818	27920	29175	19705	16328	19450	31981	22469
UQCRC2	25873	33777	35172	25432	24671	35974	44587	32637
UQCRH	4551	5802	6443	5592	6771	7862	10921	6932
UQCRQ	6998	10389	10242	8679	5274	5218	8387	5933
URB1	757	734	922	862	378	364	619	343
URB2	218	157	184	141	170	194	285	211
URGCP	2689	1637	2075	1942	1622	2118	3047	2328
URI1	2272	1749	2320	2189	1366	1456	1740	1327
URM1	1701	1474	2010	1600	1163	1012	2178	1530
UROD	1626	1698	2023	1464	1099	1487	2252	1527
UROS	2247	2052	3672	1970	964	993	1597	1164
USB1	247	264	175	259	198	147	272	225
USE1	607	520	498	522	512	448	938	565
USF1	1716	1219	2177	1557	711	814	1442	975
USF2	5190	3502	3655	4262	2728	3074	4632	3239
USF3	415	304	419	404	158	236	271	208
USHBP1	809	886	1873	1432	662	639	1122	898
USO1	5427	5216	7043	5621	3756	5034	6755	4749
USP1	1153	780	1071	1168	603	877	1071	697
USP11	2667	1742	2842	1872	1192	1662	2174	1700
USP13	1701	5210	3219	2187	3705	3791	7020	4687
USP14	2475	2171	3599	2525	2259	2936	3889	2954
USP15	4120	2689	3437	3072	4150	3656	5643	4699
USP16	2270	2260	4336	2560	1552	2167	2877	2064
USP19	3031	2629	3301	2491	2227	2673	3815	2945
USP2	4242	2911	8067	1927	4322	5809	7570	5194
USP20	1692	1091	1078	1482	346	484	802	451
USP21	928	636	762	989	436	582	759	582
USP22	1972	1447	2291	1470	1636	1913	3321	2531
USP24	2457	2876	3436	3551	1848	1982	2748	2331
USP25	3727	3582	3749	3704	3860	3962	6198	3429
USP28	6113	4959	5938	5681	4865	5207	7171	6673
USP3	497	325	575	429	332	445	508	353
USP30	670	498	710	600	507	662	869	597
USP32	100	221	267	184	157	161	272	189
USP33	1914	1810	1771	1855	760	1067	1389	1017
USP34	3713	3879	4841	4811	1842	2261	3150	2649
USP35	244	173	100	221	178	137	297	249
USP36	1643	843	1171	929	361	552	964	1736
USP38	1097	894	1095	995	709	783	1173	992
USP39	1617	1193	2012	1452	987	1282	1722	1205
USP4	3526	2637	3312	3066	4294	6085	8505	5739
USP40	549	466	319	716	546	881	1001	735
USP42	496	338	492	463	203	279	355	366
USP45	512	522	467	578	406	618	747	500
USP46	1695	1925	1281	1922	722	762	1117	811
USP47	4972	4983	5865	5439	3975	4782	6780	5118
USP48	2524	2158	2582	2661	1167	1783	2246	1630
USP49	78	131	269	128	229	363	351	195
USP5	3292	2330	2554	3002	1905	2121	3113	2538
USP53	1687	1308	2572	1581	1324	1205	2030	1944
USP54	798	731	2270	809	1003	1943	1598	2378
USP6NL	570	462	545	600	325	218	562	354
USP7	2009	1659	2295	1943	1212	1426	1882	1253
USP8	689	526	544	675	360	535	692	467
USP9X	2877	2686	2925	3012	2616	3652	4427	3310
USPL1	721	586	837	539	396	443	677	511
UST	357	144	167	225	61	50	100	79
UTP11	857	633	1363	613	316	236	693	302
UTP14C	1164	1166	1326	1375	768	1043	1321	1021
UTP15	330	262	618	358	213	269	379	309
UTP20	375	348	445	571	313	401	566	522
UTP23	433	381	459	402	582	715	1247	819
UTP25	567	286	290	474	269	409	666	493
UTP3	726	439	676	559	438	552	714	521
UTP4	1023	624	1193	746	502	615	911	734
UTP6	442	301	387	332	224	306	406	307
UTRN	4123	4702	3886	5519	4072	4018	6059	5572
UVRAG	1313	758	989	791	327	490	551	447
UXS1	1657	1572	1504	1865	710	875	1911	863
UXT	869	781	996	883	391	465	653	479
VAC14	951	728	758	648	553	662	1114	761
VAMP1	487	279	811	478	271	339	385	275
VAMP2	3884	2355	2900	3348	2028	2570	3562	2625
VAMP3	1395	1062	1576	1151	893	1018	1299	1049
VAMP4	188	165	191	261	82	177	119	134
VAMP5	501	420	330	834	359	438	456	454
VAMP8	712	141	199	247	71	152	129	123
VANGL1	471	527	481	642	375	437	612	352
VAPA	2665	2021	2159	2626	1217	1360	2177	1582
VAPB	1932	1894	2454	2290	2147	2356	3350	2565
VARS1	1631	1239	1348	1455	1039	1063	2057	1279
VARS2	2626	2193	2222	2719	1275	1822	2318	1297
VASH1	378	436	400	1062	371	270	507	241
VASH2	196	65	234	141	27	22	17	23
VAT1	1554	695	485	955	548	447	828	750
VAT1L	287	50	15	161	32	46	124	160
VAV1	391	57	142	63	31	20	33	22
VAV2	727	404	432	676	257	392	545	514
VBP1	733	637	855	663	201	271	334	258
VCAM1	1173	539	281	801	182	166	301	122
VCAN	2315	1943	830	7063	651	217	579	683
VCF1	1112	805	1088	971	549	548	923	535
VCF2	246	207	230	292	157	181	280	171
VCL	14700	11023	11834	12439	5291	7093	9193	7655
VCP	16332	13385	14385	15723	9942	10576	16307	12146
VCPIP1	908	579	816	756	525	506	852	748
VDAC1	4126	4838	5818	3499	3890	5054	7816	4459
VDAC2	2403	2332	2835	2385	8493	10909	14387	10356
VDAC3	3058	3331	4045	2389	3243	4878	5802	3708
VEGFA	10428	9320	6847	8571	6932	10029	16017	12137
VEGFB	3870	3484	4855	4033	2306	2476	4418	3038
VEGFC	288	384	124	314	152	167	208	173
VEGFD	238	247	183	142	8	13	27	14
VEZF1	2065	1485	2658	1746	1302	1774	2081	1671
VEZT	2898	2513	1691	2531	1336	1304	2094	1366
VGLL3	528	471	572	860	107	96	159	99
VGLL4	436	340	389	548	278	254	359	364
VHL	333	233	335	335	107	120	123	121
VIL1	555	258	476	311	231	344	417	377
VILL	167	113	92	150	12	5	25	4
VIM	47923	17520	23794	34864	5271	4783	7798	6525
VIP	138	131	23	271	0	3	2	1
VIPAS39	1735	1307	1538	1493	469	730	1595	1175
VIPR1	157	188	517	185	46	48	104	76
VIPR2	231	201	791	75	279	239	386	186
VIRMA	1793	1184	1394	1866	900	1214	1435	1024
VIT	735	411	933	375	78	80	75	61
VKORC1	694	410	351	656	68	120	163	175
VKORC1L1	324	310	392	301	212	307	335	273
VLDLR	2892	2582	1772	3581	6461	7693	11379	8000
VMP1	2153	1176	1263	1426	1079	1042	1846	1434
VOPP1	141	102	82	98	28	49	28	27
VPS11	1668	1213	1636	1324	790	1165	1556	1212
VPS13A	669	1202	1098	959	648	758	997	845
VPS13B	415	624	494	670	433	440	741	597
VPS13C	2757	2562	3175	3063	2505	3659	4050	3096
VPS13D	2422	3378	3436	2981	2197	3459	3796	3286
VPS16	1602	872	901	1227	1102	1442	2032	1651
VPS18	1060	820	1004	826	592	594	1241	793
VPS26C	608	431	535	330	237	232	351	256
VPS28	1431	1360	1347	1511	1008	1173	1841	1287
VPS29	3360	3052	4291	3533	1479	1736	2591	1938
VPS33A	897	820	1055	830	747	893	1186	745
VPS33B	282	218	400	382	173	208	394	266
VPS35	2359	1822	1700	2561	1178	1622	1795	1278
VPS35L	1196	826	575	1354	524	747	877	501
VPS36	2487	2746	2910	2848	1201	1459	2173	1385
VPS37A	617	695	667	662	261	309	491	490
VPS37B	353	435	574	327	307	314	334	676
VPS37C	986	711	821	774	520	505	943	720
VPS39	3280	2881	3561	2779	2831	2969	4251	2762
VPS41	3314	3173	1955	3117	535	1329	1186	795
VPS45	2064	1875	1383	2240	763	1025	1558	1041
VPS4A	3976	3284	5064	3465	2317	2770	3879	3096
VPS4B	1508	1010	1323	1233	640	858	1409	698
VPS50	976	818	743	953	748	1278	1785	1125
VPS51	1552	1612	1522	1512	959	967	1237	1040
VPS52	3537	2329	3307	3207	1594	1903	3423	2143
VPS53	316	328	376	350	198	231	338	228
VPS54	983	766	1414	975	583	744	950	705
VPS72	1050	719	663	959	620	581	956	644
VPS8	2784	2986	2842	3292	1142	2175	2568	1700
VPS9D1	347	330	488	280	237	121	253	194
VRK1	349	293	556	216	235	342	402	369
VRK2	1328	1055	1314	1163	427	504	585	410
VRK3	858	503	397	681	239	372	640	406
VSIG10	685	684	673	814	193	232	253	277
VSIG2	84	138	103	159	14	21	27	40
VSIG4	945	195	1165	259	235	118	209	115
